Date,Inflation,Policy Rate,Daily new confirmed cases of COVID-19 per million,Stringency index (weighted average),USD/GHS Exchange Rate
2022-10-19,46.1483871,25.9516129,0,33.78,12.55
2022-10-20,46.46774194,26.03225806,4.585336,33.78,13.125
2022-10-21,46.78709677,26.11290323,0,33.78,13.625
2022-10-22,47.10645161,26.19354839,0,33.78,13.75
2022-10-23,47.42580645,26.27419355,0,33.78,13.875
2022-10-24,47.74516129,26.35483871,0,33.78,14
2022-10-25,48.06451613,26.43548387,0,33.78,14
2022-10-26,48.38387097,26.51612903,4.0423355,33.78,14
2022-10-27,48.70322581,26.59677419,0,33.78,14
2022-10-28,49.02258065,26.67741935,0,33.78,14
2022-10-29,49.34193548,26.75806452,0,33.78,14
2022-10-30,49.66129032,26.83870968,0,33.72,14
2022-10-31,49.98064516,26.91935484,0,33.72,14
2022-11-01,50.3,27,5.64117,33.72,14
2022-11-02,50.42666667,27,0,33.72,13.7
2022-11-03,50.55333333,27,0,33.72,13.7
2022-11-04,50.68,27,0,33.72,14.25
2022-11-05,50.80666667,27,0,33.72,14.25
2022-11-06,50.93333333,27,0,33.72,14.25
2022-11-07,51.06,27,0,33.72,14.25
2022-11-08,51.18666667,27,0,33.72,14.5
2022-11-09,51.31333333,27,0,33.72,14.5
2022-11-10,51.44,27,2.3530014,33.72,14.75
2022-11-11,51.56666667,27,0,33.72,14.5
2022-11-12,51.69333333,27,0,33.72,14.5
2022-11-13,51.82,27,0,33.56,14.5
2022-11-14,51.94666667,27,0,33.56,14.5
2022-11-15,52.07333333,27,0,33.56,14.5
2022-11-16,52.2,27,0,33.56,14.5
2022-11-17,52.32666667,27,0,33.56,14.5
2022-11-18,52.45333333,27,0.7240004,33.56,14.5
2022-11-19,52.58,27,0,33.56,14.5
2022-11-20,52.70666667,27,0,33.56,14.5
2022-11-21,52.83333333,27,0.39216688,33.56,14.5
2022-11-22,52.96,27,0,33.56,14.5
2022-11-23,53.08666667,27,0,33.56,14.5
2022-11-24,53.21333333,27,0,33.56,14.5
2022-11-25,53.34,27,0,33.56,14.5
2022-11-26,53.46666667,27,0,33.56,14.5
2022-11-27,53.59333333,27,0,33.54,14.5
2022-11-28,53.72,27,0,33.54,14.5
2022-11-29,53.84666667,27,0.27150017,33.54,14.4
2022-11-30,53.97333333,27,0,33.54,14.4
2022-12-01,54.1,27,0,33.54,14.1
